"Probe"	"gennames"	"biotype_gene"
"ILMN_1725379"	"DPP6"	"protein_coding"
"ILMN_1725387"	"TMEM200A"	"protein_coding"
"ILMN_1725417"	"NELL2"	"protein_coding"
"ILMN_1725455"	"RAP2CP1"	"transcribed_processed_pseudogene"
"ILMN_1725456"	"C17orf105"	"protein_coding"
"ILMN_1725485"	"RGS17"	"protein_coding"
"ILMN_1725496"	"KCNAB2"	"protein_coding"
"ILMN_1725500"	"TSNARE1"	"protein_coding"
"ILMN_1725510"	"DHCR24"	"protein_coding"
"ILMN_1725518"	"ANGPTL6"	"protein_coding"
"ILMN_1725519"	"CCL11"	"protein_coding"
"ILMN_1725528"	"LINC00909"	"lincRNA"
"ILMN_1725529"	NA	NA
"ILMN_1725534"	"ACTN4"	"protein_coding"
"ILMN_1725547"	"COX6B2"	"protein_coding"
"ILMN_1725554"	"DNAJC5G"	"protein_coding"
"ILMN_1725556"	"TMEM229A"	"protein_coding"
"ILMN_1725571"	"DNAH10"	"protein_coding"
"ILMN_1725594"	"FAM188A"	"protein_coding"
"ILMN_1725597"	"FXYD4"	"protein_coding"
"ILMN_1725609"	"ANXA8"	"protein_coding"
"ILMN_1725620"	"GGNBP2"	"protein_coding"
"ILMN_1725633"	"MACROD2"	"protein_coding"
"ILMN_1725640"	"DEFB119"	"protein_coding"
"ILMN_1725642"	"SUMO3"	"protein_coding"
"ILMN_1725644"	"UBE2D2"	"protein_coding"
"ILMN_1725649"	"RAB41"	"protein_coding"
"ILMN_1725650"	"RSL24D1P11"	"processed_pseudogene"
"ILMN_1725666"	"GTF2H3"	"protein_coding"
"ILMN_1725675"	"ABCC6"	"protein_coding"
"ILMN_1725678"	"GFRA1"	"protein_coding"
"ILMN_1725679"	"ZNF596"	"protein_coding"
"ILMN_1725680"	"LRRC1"	"protein_coding"
"ILMN_1725683"	"FUT10"	"protein_coding"
"ILMN_1725686"	"OR52M1"	"protein_coding"
"ILMN_1725692"	"SLC25A30"	"protein_coding"
"ILMN_1725696"	"ATXN3"	"protein_coding"
"ILMN_1725700"	"MOV10"	"protein_coding"
"ILMN_1725705"	"CLPP"	"protein_coding"
"ILMN_1725707"	"ATG16L1"	"protein_coding"
"ILMN_1725718"	"ZSCAN4"	"protein_coding"
"ILMN_1725726"	"DHRS2"	"protein_coding"
"ILMN_1725738"	NA	NA
"ILMN_1725739"	"TNRC6B"	"protein_coding"
"ILMN_1725746"	"CARNS1"	"protein_coding"
"ILMN_1725750"	NA	"lincRNA"
"ILMN_1725760"	"YTHDC2"	"protein_coding"
"ILMN_1725772"	"POU3F2"	"protein_coding"
"ILMN_1725773"	"DNAJC12"	"protein_coding"
"ILMN_1725787"	"RFX1"	"protein_coding"
"ILMN_1725791"	"HACD1"	"protein_coding"
"ILMN_1725808"	NA	NA
"ILMN_1725809"	NA	NA
"ILMN_1725831"	"TINCR"	"protein_coding"
"ILMN_1725833"	"LMNTD1"	"protein_coding"
"ILMN_1725852"	"S100A2"	"protein_coding"
"ILMN_1725862"	NA	NA
"ILMN_1725870"	"UBE2U"	"protein_coding"
"ILMN_1725872"	"AGPAT3"	"protein_coding"
"ILMN_1725889"	"AFF2"	"protein_coding"
"ILMN_1725896"	"AMIGO2"	"protein_coding"
"ILMN_1725899"	NA	NA
"ILMN_1725906"	NA	NA
"ILMN_1725910"	NA	NA
"ILMN_1725912"	"KLK12"	"protein_coding"
"ILMN_1725946"	"IRF6"	"protein_coding"
"ILMN_1725963"	"HIST2H2BC"	"processed_pseudogene"
"ILMN_1725971"	"TMEM81"	"protein_coding"
"ILMN_1725981"	NA	NA
"ILMN_1725992"	NA	NA
"ILMN_1726002"	NA	"lincRNA"
"ILMN_1726024"	"FAM90A24P"	"transcribed_unprocessed_pseudogene"
"ILMN_1726025"	"ASXL1"	"protein_coding"
"ILMN_1726030"	"GPX7"	"protein_coding"
"ILMN_1726041"	"HECTD4"	"protein_coding"
"ILMN_1726048"	"LRRK1"	"protein_coding"
"ILMN_1726049"	NA	NA
"ILMN_1726054"	"TEX26"	"protein_coding"
"ILMN_1726064"	"PAK1IP1"	"protein_coding"
"ILMN_1726081"	"SLC26A9"	"protein_coding"
"ILMN_1726107"	NA	NA
"ILMN_1726108"	NA	NA
"ILMN_1726112"	"PKP3"	"protein_coding"
"ILMN_1726114"	"SLC45A3"	"protein_coding"
"ILMN_1726138"	NA	NA
"ILMN_1726164"	NA	NA
"ILMN_1726169"	"EDF1"	"protein_coding"
"ILMN_1726175"	"ITGAX"	"protein_coding"
"ILMN_1726181"	"TIMM29"	"protein_coding"
"ILMN_1726189"	"MS4A14"	"protein_coding"
"ILMN_1726198"	"CTSL3P"	"transcribed_unprocessed_pseudogene"
"ILMN_1726199"	"ZNF594"	"protein_coding"
"ILMN_1726204"	"SCRG1"	"protein_coding"
"ILMN_1726210"	"GPIHBP1"	"protein_coding"
"ILMN_1726222"	"FLOT2"	"protein_coding"
"ILMN_1726230"	"CD1B"	"protein_coding"
"ILMN_1726245"	"TGFBR2"	"protein_coding"
"ILMN_1726247"	"ADAMTS16"	"protein_coding"
"ILMN_1726250"	"CPAMD8"	"protein_coding"
"ILMN_1726257"	"SSX7"	"protein_coding"
"ILMN_1726263"	"DPP6"	"protein_coding"
"ILMN_1726266"	"ADAM12"	"protein_coding"
"ILMN_1726273"	"ATP6V1G3"	"protein_coding"
"ILMN_1726280"	"VPS13B"	"protein_coding"
"ILMN_1726281"	"ANAPC11"	"protein_coding"
"ILMN_1726288"	"TMEM106B"	"protein_coding"
"ILMN_1726289"	"KIAA1551"	"protein_coding"
"ILMN_1726306"	"HMBS"	"protein_coding"
"ILMN_1726308"	NA	NA
"ILMN_1726312"	NA	NA
"ILMN_1726328"	"CSTL1"	"protein_coding"
"ILMN_1726333"	"RALGAPA2"	"protein_coding"
"ILMN_1726342"	"BIN2"	"protein_coding"
"ILMN_1726352"	"THSD4"	"protein_coding"
"ILMN_1726359"	"NECAP1"	"protein_coding"
"ILMN_1726366"	"SNX9"	"protein_coding"
"ILMN_1726368"	"ZNF135"	"protein_coding"
"ILMN_1726374"	"LINC01284"	"lincRNA"
"ILMN_1726388"	NA	NA
"ILMN_1726391"	"MRPL39"	"protein_coding"
"ILMN_1726392"	"NIN"	"protein_coding"
"ILMN_1726409"	NA	NA
"ILMN_1726417"	"MRPL33"	"protein_coding"
"ILMN_1726420"	"BSND"	"protein_coding"
"ILMN_1726421"	"METTL9"	"protein_coding"
"ILMN_1726434"	NA	NA
"ILMN_1726435"	NA	NA
"ILMN_1726437"	"EFCAB3"	"protein_coding"
"ILMN_1726448"	NA	NA
"ILMN_1726456"	"SLC3A2"	"protein_coding"
"ILMN_1726459"	"NPAS4"	"protein_coding"
"ILMN_1726460"	"RPL14"	"protein_coding"
"ILMN_1726464"	NA	"lincRNA"
"ILMN_1726466"	"HDHD3"	"protein_coding"
"ILMN_1726469"	"RPS8P4"	"processed_pseudogene"
"ILMN_1726496"	"SEL1L"	"protein_coding"
"ILMN_1726505"	"GOLGA2P5"	"transcribed_unprocessed_pseudogene"
"ILMN_1726512"	NA	NA
"ILMN_1726516"	"SCRIB"	"protein_coding"
"ILMN_1726520"	"TDP1"	"protein_coding"
"ILMN_1726523"	"OR10G3"	"protein_coding"
"ILMN_1726545"	NA	NA
"ILMN_1726547"	"MAP3K5"	"protein_coding"
"ILMN_1726549"	"GDPD2"	"protein_coding"
"ILMN_1726554"	"IREB2"	"protein_coding"
"ILMN_1726574"	"CACYBP"	"protein_coding"
"ILMN_1726575"	"CHODL"	"protein_coding"
"ILMN_1726578"	NA	NA
"ILMN_1726589"	NA	NA
"ILMN_1726591"	"CARD16"	"protein_coding"
"ILMN_1726594"	NA	NA
"ILMN_1726597"	"FAM65B"	"protein_coding"
"ILMN_1726602"	"PPEF2"	"protein_coding"
"ILMN_1726603"	"ATP5I"	"protein_coding"
"ILMN_1726617"	NA	NA
"ILMN_1726623"	"TERF1P2"	"processed_pseudogene"
"ILMN_1726624"	NA	NA
"ILMN_1726626"	"SSR2"	"protein_coding"
"ILMN_1726636"	"HECTD2"	"protein_coding"
"ILMN_1726640"	"C7orf66"	"lincRNA"
"ILMN_1726641"	"CTNNB1"	"protein_coding"
"ILMN_1726642"	"BEND3"	"protein_coding"
"ILMN_1726647"	NA	NA
"ILMN_1726649"	NA	"lincRNA"
"ILMN_1726659"	"THOP1"	"protein_coding"
"ILMN_1726666"	"GPX3"	"protein_coding"
"ILMN_1726678"	NA	NA
"ILMN_1726693"	"GTF2H1"	"protein_coding"
"ILMN_1726696"	NA	NA
"ILMN_1726698"	"PSME1"	"protein_coding"
"ILMN_1726701"	NA	NA
"ILMN_1726704"	NA	NA
"ILMN_1726711"	"PENK"	"protein_coding"
"ILMN_1726720"	"NUSAP1"	"protein_coding"
"ILMN_1726723"	NA	NA
"ILMN_1726743"	"MRPS30"	"protein_coding"
"ILMN_1726745"	"TMIE"	"protein_coding"
"ILMN_1726752"	"APTX"	"protein_coding"
"ILMN_1726755"	"COPS4"	"protein_coding"
"ILMN_1726756"	"FANCB"	"protein_coding"
"ILMN_1726762"	"NPM1P39"	"processed_pseudogene"
"ILMN_1726769"	"CNDP2"	"protein_coding"
"ILMN_1726783"	NA	NA
"ILMN_1726786"	"TNRC6B"	"protein_coding"
"ILMN_1726798"	"UBXN10"	"protein_coding"
"ILMN_1726805"	"STX2"	"protein_coding"
"ILMN_1726809"	"BHLHE41"	"protein_coding"
"ILMN_1726815"	"HIST1H3G"	"protein_coding"
"ILMN_1726816"	NA	NA
"ILMN_1726840"	"B3GALNT1"	"protein_coding"
"ILMN_1726842"	"TYW3"	"protein_coding"
"ILMN_1726845"	"PPIAP26"	"processed_pseudogene"
"ILMN_1726856"	NA	NA
"ILMN_1726873"	"TPCN2"	"protein_coding"
"ILMN_1726879"	"PRR15"	"protein_coding"
"ILMN_1726893"	"EPN3"	"protein_coding"
"ILMN_1726901"	NA	NA
"ILMN_1726906"	NA	NA
"ILMN_1726913"	"RBPJ"	"protein_coding"
"ILMN_1726924"	"SYNGR4"	"protein_coding"
"ILMN_1726930"	"TRAPPC13"	"protein_coding"
"ILMN_1726952"	NA	NA
"ILMN_1726967"	"TWSG1"	"protein_coding"
"ILMN_1726969"	NA	NA
"ILMN_1726972"	NA	NA
"ILMN_1726980"	NA	NA
"ILMN_1726981"	"VEGFB"	"protein_coding"
"ILMN_1726986"	"AADAT"	"protein_coding"
"ILMN_1726990"	"DXO"	"protein_coding"
"ILMN_1727001"	"DDX46"	"protein_coding"
"ILMN_1727017"	"SFTPB"	"protein_coding"
"ILMN_1727023"	"AMMECR1L"	"protein_coding"
"ILMN_1727036"	"ENAH"	"protein_coding"
"ILMN_1727040"	"ARTN"	"protein_coding"
"ILMN_1727041"	"EWSR1"	"protein_coding"
"ILMN_1727043"	"COLGALT1"	"protein_coding"
"ILMN_1727045"	"RASGRP3"	"protein_coding"
"ILMN_1727050"	NA	NA
"ILMN_1727051"	"DDX19A"	"protein_coding"
"ILMN_1727055"	NA	NA
"ILMN_1727065"	"SPATA41"	"lincRNA"
"ILMN_1727073"	"MEA1"	"protein_coding"
"ILMN_1727076"	"OR10H4"	"protein_coding"
"ILMN_1727078"	NA	NA
"ILMN_1727080"	"MYO6"	"protein_coding"
"ILMN_1727084"	"ADAMTSL1"	"protein_coding"
"ILMN_1727087"	"GJA1"	"protein_coding"
"ILMN_1727091"	NA	NA
"ILMN_1727093"	"GPR158"	"protein_coding"
"ILMN_1727098"	"PPP1R16B"	"protein_coding"
"ILMN_1727099"	NA	"lincRNA"
"ILMN_1727101"	"LUZP2"	"protein_coding"
"ILMN_1727107"	"REST"	"protein_coding"
"ILMN_1727116"	"SUCLG2P2"	"processed_pseudogene"
"ILMN_1727127"	"PPM1A"	"protein_coding"
"ILMN_1727134"	"KLHL42"	"protein_coding"
"ILMN_1727135"	"FIBCD1"	"protein_coding"
"ILMN_1727138"	"PPM1B"	"protein_coding"
"ILMN_1727142"	"IKBKB"	"protein_coding"
"ILMN_1727144"	"BIRC8"	"protein_coding"
"ILMN_1727153"	"ZEB1"	"protein_coding"
"ILMN_1727156"	"ARSI"	"protein_coding"
"ILMN_1727165"	"GCSAML"	"protein_coding"
"ILMN_1727173"	"SMARCD1"	"protein_coding"
"ILMN_1727178"	"COLCA1"	"antisense"
"ILMN_1727183"	"ZNF763"	"protein_coding"
"ILMN_1727184"	"WDR36"	"protein_coding"
"ILMN_1727194"	"CALU"	"protein_coding"
"ILMN_1727195"	"GLTPD2"	"protein_coding"
"ILMN_1727200"	"SLCO4A1"	"protein_coding"
"ILMN_1727205"	"ARHGEF10L"	"protein_coding"
"ILMN_1727218"	"ZBTB6"	"protein_coding"
"ILMN_1727220"	NA	NA
"ILMN_1727226"	"DNAAF5"	"protein_coding"
"ILMN_1727230"	NA	NA
"ILMN_1727233"	NA	NA
"ILMN_1727236"	"SC5D"	"protein_coding"
"ILMN_1727248"	"INF2"	"protein_coding"
"ILMN_1727251"	"ASIC1"	"protein_coding"
"ILMN_1727252"	"WNT8A"	"protein_coding"
"ILMN_1727271"	NA	NA
"ILMN_1727272"	"CCT8L2"	"protein_coding"
"ILMN_1727281"	NA	NA
"ILMN_1727284"	"CD4"	"protein_coding"
"ILMN_1727287"	"PHF20L1"	"protein_coding"
"ILMN_1727288"	"EVPL"	"protein_coding"
"ILMN_1727300"	"ZNF444"	"protein_coding"
"ILMN_1727309"	"RMDN3"	"protein_coding"
"ILMN_1727314"	"MUC4"	"protein_coding"
"ILMN_1727315"	"DENND1A"	"protein_coding"
"ILMN_1727331"	NA	"antisense"
"ILMN_1727332"	"ATPIF1"	"protein_coding"
"ILMN_1727352"	"OR4S2"	"protein_coding"
"ILMN_1727360"	"MAOB"	"protein_coding"
"ILMN_1727361"	"LEMD3"	"protein_coding"
"ILMN_1727364"	"TRIM7"	"protein_coding"
"ILMN_1727365"	NA	NA
"ILMN_1727390"	"ATPAF2"	"protein_coding"
"ILMN_1727402"	"HCLS1"	"protein_coding"
"ILMN_1727426"	"ERG"	"protein_coding"
"ILMN_1727438"	"KCND3"	"protein_coding"
"ILMN_1727444"	NA	NA
"ILMN_1727458"	"HDAC1"	"protein_coding"
"ILMN_1727459"	"ORC1"	"protein_coding"
"ILMN_1727462"	"ARSE"	"protein_coding"
"ILMN_1727466"	"KCNMB4"	"protein_coding"
"ILMN_1727479"	"TPRG1L"	"protein_coding"
"ILMN_1727489"	NA	"unprocessed_pseudogene"
"ILMN_1727490"	NA	NA
"ILMN_1727495"	NA	NA
"ILMN_1727511"	"CCDC158"	"protein_coding"
"ILMN_1727522"	NA	NA
"ILMN_1727524"	"ADAM9"	"protein_coding"
"ILMN_1727526"	NA	NA
"ILMN_1727532"	"OLFML3"	"protein_coding"
"ILMN_1727540"	NA	NA
"ILMN_1727553"	"ZBED8"	"protein_coding"
"ILMN_1727558"	"MRPL27"	"protein_coding"
"ILMN_1727567"	NA	NA
"ILMN_1727574"	NA	NA
"ILMN_1727577"	"GLI2"	"protein_coding"
"ILMN_1727589"	"SULT2B1"	"protein_coding"
"ILMN_1727592"	"FRMD5"	"protein_coding"
"ILMN_1727602"	NA	NA
"ILMN_1727605"	"FRK"	"protein_coding"
"ILMN_1727606"	"TMEM52B"	"protein_coding"
"ILMN_1727618"	"NDUFAF6"	"protein_coding"
"ILMN_1727633"	"NECTIN3"	"protein_coding"
"ILMN_1727642"	"MOGS"	"protein_coding"
"ILMN_1727663"	NA	NA
"ILMN_1727670"	NA	"TEC"
"ILMN_1727671"	"SSH1"	"protein_coding"
"ILMN_1727689"	"TNFAIP2"	"protein_coding"
"ILMN_1727692"	"TRIT1"	"protein_coding"
"ILMN_1727704"	"LRRC29"	"protein_coding"
"ILMN_1727709"	"GPBAR1"	"protein_coding"
"ILMN_1727723"	"MASP2"	"protein_coding"
"ILMN_1727740"	NA	NA
"ILMN_1727753"	"CR2"	"protein_coding"
"ILMN_1727756"	NA	NA
"ILMN_1727761"	"GMEB1"	"protein_coding"
"ILMN_1727762"	"CASP1"	"protein_coding"
"ILMN_1727770"	"RGN"	"protein_coding"
"ILMN_1727778"	"NTNG1"	"protein_coding"
"ILMN_1727789"	"RLIM"	"protein_coding"
"ILMN_1727798"	"MOSPD1"	"protein_coding"
"ILMN_1727800"	"CLUL1"	"protein_coding"
"ILMN_1727805"	"SYNGR1"	"protein_coding"
"ILMN_1727809"	"STK35"	"protein_coding"
"ILMN_1727813"	"MPC2"	"protein_coding"
"ILMN_1727815"	"CFI"	"protein_coding"
"ILMN_1727825"	NA	NA
"ILMN_1727831"	"RAD51B"	"protein_coding"
"ILMN_1727833"	"KIF19"	"protein_coding"
"ILMN_1727840"	"SLC35B1"	"protein_coding"
"ILMN_1727850"	"KCNC4"	"protein_coding"
"ILMN_1727852"	NA	"antisense"
"ILMN_1727855"	NA	NA
"ILMN_1727862"	"HPS4"	"protein_coding"
"ILMN_1727875"	"MUC6"	"protein_coding"
"ILMN_1727878"	NA	NA
"ILMN_1727880"	NA	NA
"ILMN_1727909"	"CNTN5"	"protein_coding"
"ILMN_1727916"	NA	NA
"ILMN_1727917"	NA	NA
"ILMN_1727920"	"SOGA1"	"protein_coding"
"ILMN_1727923"	NA	NA
"ILMN_1727932"	"FAM25E"	"transcribed_unprocessed_pseudogene"
"ILMN_1727938"	NA	NA
"ILMN_1727965"	"ALDH3B1"	"protein_coding"
"ILMN_1727970"	"ONECUT1"	"protein_coding"
"ILMN_1727975"	"SNTG1"	"protein_coding"
"ILMN_1727992"	"FEZ1"	"protein_coding"
"ILMN_1728001"	"SREK1IP1"	"protein_coding"
"ILMN_1728009"	"TMEM171"	"protein_coding"
"ILMN_1728011"	"NLGN4X"	"protein_coding"
"ILMN_1728019"	"PML"	"protein_coding"
"ILMN_1728049"	"S100A16"	"protein_coding"
"ILMN_1728055"	"ASTL"	"protein_coding"
"ILMN_1728057"	"SDHAF4"	"protein_coding"
"ILMN_1728060"	NA	NA
"ILMN_1728062"	"TLX2"	"protein_coding"
"ILMN_1728067"	NA	NA
"ILMN_1728071"	NA	NA
"ILMN_1728073"	"DENND1A"	"protein_coding"
"ILMN_1728074"	"PHAX"	"protein_coding"
"ILMN_1728083"	"EIF4EBP2"	"protein_coding"
"ILMN_1728085"	"GPATCH11"	"protein_coding"
"ILMN_1728102"	NA	"lincRNA"
"ILMN_1728106"	"TNF"	"protein_coding"
"ILMN_1728107"	"GNG7"	"protein_coding"
"ILMN_1728117"	NA	NA
"ILMN_1728121"	NA	NA
"ILMN_1728125"	"LINC01591"	"lincRNA"
"ILMN_1728163"	"CTDSP1"	"protein_coding"
"ILMN_1728168"	"PRELID3B"	"protein_coding"
"ILMN_1728172"	"LINC00431"	"transcribed_unprocessed_pseudogene"
"ILMN_1728180"	"LUC7L3"	"protein_coding"
"ILMN_1728183"	"DMRT2"	"protein_coding"
"ILMN_1728191"	"ANP32D"	"protein_coding"
"ILMN_1728197"	"CLDN5"	"protein_coding"
"ILMN_1728199"	"POLE"	"protein_coding"
"ILMN_1728202"	NA	NA
"ILMN_1728215"	"LAD1"	"protein_coding"
"ILMN_1728218"	NA	NA
"ILMN_1728224"	"OGFR"	"protein_coding"
"ILMN_1728225"	"KIAA1524"	"protein_coding"
"ILMN_1728228"	NA	NA
"ILMN_1728230"	"ZNF30"	"protein_coding"
"ILMN_1728236"	"SLFN12"	"protein_coding"
"ILMN_1728255"	"LALBA"	"protein_coding"
"ILMN_1728256"	"SPAG9"	"protein_coding"
"ILMN_1728272"	"C14orf177"	"protein_coding"
"ILMN_1728296"	NA	NA
"ILMN_1728298"	"SBK1"	"protein_coding"
"ILMN_1728301"	"GAD2"	"protein_coding"
"ILMN_1728305"	"PUM2"	"protein_coding"
"ILMN_1728309"	"ALAS1"	"protein_coding"
"ILMN_1728327"	"LINC01104"	"lincRNA"
"ILMN_1728331"	"ACPT"	"protein_coding"
"ILMN_1728334"	"NHSL2"	"protein_coding"
"ILMN_1728337"	NA	NA
"ILMN_1728338"	NA	"protein_coding"
"ILMN_1728349"	"TMEM63B"	"protein_coding"
"ILMN_1728353"	"EYA3"	"protein_coding"
"ILMN_1728360"	"MED29"	"protein_coding"
"ILMN_1728369"	"CLCN4"	"protein_coding"
"ILMN_1728374"	"ZNF716"	"protein_coding"
"ILMN_1728380"	NA	NA
"ILMN_1728392"	"C19orf38"	"protein_coding"
"ILMN_1728403"	"URB1-AS1"	"lincRNA"
"ILMN_1728426"	"INPPL1"	"protein_coding"
"ILMN_1728440"	"KRTAP6-3"	"protein_coding"
"ILMN_1728445"	"IGFBP1"	"protein_coding"
"ILMN_1728446"	"LINC00691"	"lincRNA"
"ILMN_1728449"	NA	NA
"ILMN_1728450"	"SLC25A51P1"	"processed_pseudogene"
"ILMN_1728467"	"GHITM"	"protein_coding"
"ILMN_1728471"	"ARFGEF1"	"protein_coding"
"ILMN_1728478"	"CXCL16"	"protein_coding"
"ILMN_1728479"	NA	NA
"ILMN_1728481"	"PXDNL"	"protein_coding"
"ILMN_1728490"	"UVSSA"	"protein_coding"
"ILMN_1728496"	NA	NA
"ILMN_1728498"	"PCBP4"	"protein_coding"
"ILMN_1728501"	"CHRNA9"	"protein_coding"
"ILMN_1728512"	"YWHAH"	"protein_coding"
"ILMN_1728514"	NA	NA
"ILMN_1728517"	NA	NA
"ILMN_1728521"	"HDAC7"	"protein_coding"
"ILMN_1728535"	"COPZ1"	"protein_coding"
"ILMN_1728540"	"FUNDC1"	"protein_coding"
"ILMN_1728564"	"IQSEC1"	"protein_coding"
"ILMN_1728570"	NA	NA
"ILMN_1728572"	"DOK5"	"protein_coding"
"ILMN_1728581"	"C3orf18"	"protein_coding"
"ILMN_1728603"	NA	"transcribed_unprocessed_pseudogene"
"ILMN_1728605"	"TTC3"	"protein_coding"
"ILMN_1728626"	"WDR5"	"protein_coding"
"ILMN_1728632"	"LCE3C"	"protein_coding"
"ILMN_1728662"	NA	NA
"ILMN_1728663"	"IL17RD"	"protein_coding"
"ILMN_1728676"	"KIAA0196"	"protein_coding"
"ILMN_1728677"	"CREB5"	"protein_coding"
"ILMN_1728698"	NA	NA
"ILMN_1728699"	NA	NA
"ILMN_1728707"	"COLQ"	"protein_coding"
"ILMN_1728710"	NA	NA
"ILMN_1728711"	"RGS3"	"protein_coding"
"ILMN_1728724"	"IL17RA"	"protein_coding"
"ILMN_1728742"	"FAXDC2"	"protein_coding"
"ILMN_1728746"	NA	NA
"ILMN_1728747"	"STXBP1"	"protein_coding"
"ILMN_1728761"	"ERBB2"	"protein_coding"
"ILMN_1728765"	"ZBTB18"	"protein_coding"
"ILMN_1728779"	"NGLY1"	"protein_coding"
"ILMN_1728780"	NA	NA
"ILMN_1728785"	"ADGRF5"	"protein_coding"
"ILMN_1728787"	"AGR3"	"protein_coding"
"ILMN_1728799"	"FBP1"	"protein_coding"
"ILMN_1728803"	NA	"protein_coding"
"ILMN_1728810"	"NDUFS1"	"protein_coding"
"ILMN_1728830"	"GRK5"	"protein_coding"
"ILMN_1728844"	"PTPRN2"	"protein_coding"
"ILMN_1728845"	"SMARCD1"	"protein_coding"
"ILMN_1728858"	"EGFR"	"protein_coding"
"ILMN_1728870"	"DDX3X"	"protein_coding"
"ILMN_1728872"	NA	NA
"ILMN_1728883"	"ACOT7"	"protein_coding"
"ILMN_1728885"	"KIAA1644"	"protein_coding"
"ILMN_1728887"	"PAK4"	"protein_coding"
"ILMN_1728889"	"ERICH6B"	"protein_coding"
"ILMN_1728894"	"OR4A5"	"protein_coding"
"ILMN_1728898"	"SPINK8"	"protein_coding"
"ILMN_1728907"	"SCAMP1"	"protein_coding"
"ILMN_1728914"	"PRUNE1"	"protein_coding"
"ILMN_1728923"	NA	NA
"ILMN_1728934"	"PRC1"	"protein_coding"
"ILMN_1728957"	NA	NA
"ILMN_1728965"	NA	NA
"ILMN_1728972"	"FAM64A"	"protein_coding"
"ILMN_1728975"	"SCO1"	"protein_coding"
"ILMN_1728983"	"NR2C1"	"protein_coding"
"ILMN_1728984"	NA	NA
"ILMN_1728999"	NA	NA
"ILMN_1729019"	"SEPT7"	"protein_coding"
"ILMN_1729020"	"OR7D4"	"protein_coding"
"ILMN_1729033"	"RPL9"	"protein_coding"
"ILMN_1729058"	"SCAMP1"	"protein_coding"
"ILMN_1729075"	NA	NA
"ILMN_1729076"	"SPATA31A6"	"protein_coding"
"ILMN_1729081"	"ANKLE2"	"protein_coding"
"ILMN_1729095"	NA	NA
"ILMN_1729105"	"SYNE1"	"protein_coding"
"ILMN_1729115"	NA	NA
"ILMN_1729117"	"COL5A2"	"protein_coding"
"ILMN_1729123"	"PTPA"	"protein_coding"
"ILMN_1729130"	"TMEM248"	"protein_coding"
"ILMN_1729142"	NA	NA
"ILMN_1729144"	"EBAG9"	"protein_coding"
"ILMN_1729157"	NA	NA
"ILMN_1729161"	"NOTCH1"	"protein_coding"
"ILMN_1729165"	"TCEAL6"	"protein_coding"
"ILMN_1729167"	"EFL1"	"protein_coding"
"ILMN_1729170"	NA	NA
"ILMN_1729175"	"FBXO3"	"protein_coding"
"ILMN_1729179"	"SPATA5L1"	"protein_coding"
"ILMN_1729180"	"GATM"	"protein_coding"
"ILMN_1729188"	"HAMP"	"protein_coding"
"ILMN_1729191"	NA	NA
"ILMN_1729198"	"IGKV1D-8"	"IG_V_gene"
"ILMN_1729203"	"PDILT"	"protein_coding"
"ILMN_1729208"	"BEX3"	"protein_coding"
"ILMN_1729212"	"GRM8"	"protein_coding"
"ILMN_1729216"	"CRYAB"	"protein_coding"
"ILMN_1729217"	"FAM131A"	"protein_coding"
"ILMN_1729225"	"SORCS2"	"protein_coding"
"ILMN_1729234"	"TPP1"	"protein_coding"
"ILMN_1729237"	"CYB5R1"	"protein_coding"
"ILMN_1729248"	"ANKLE2"	"protein_coding"
"ILMN_1729251"	NA	NA
"ILMN_1729269"	NA	"unprocessed_pseudogene"
"ILMN_1729272"	"DIP2A"	"protein_coding"
"ILMN_1729281"	NA	NA
"ILMN_1729287"	"NMUR1"	"protein_coding"
"ILMN_1729288"	NA	NA
"ILMN_1729294"	"RNF130"	"protein_coding"
"ILMN_1729306"	NA	NA
"ILMN_1729318"	"TOR1AIP1"	"protein_coding"
"ILMN_1729319"	"USP7"	"protein_coding"
"ILMN_1729325"	NA	NA
"ILMN_1729367"	"SLC7A5P1"	"unprocessed_pseudogene"
"ILMN_1729368"	"FZD8"	"protein_coding"
"ILMN_1729369"	"FGFR1"	"protein_coding"
"ILMN_1729374"	NA	NA
"ILMN_1729385"	"KLF7P1"	"processed_pseudogene"
"ILMN_1729402"	NA	NA
"ILMN_1729409"	"DLC1"	"protein_coding"
"ILMN_1729417"	NA	NA
"ILMN_1729421"	NA	NA
"ILMN_1729430"	NA	NA
"ILMN_1729433"	"LIPH"	"protein_coding"
"ILMN_1729439"	"CYP4F2"	"protein_coding"
"ILMN_1729450"	"C16orf62"	"protein_coding"
"ILMN_1729453"	"TSPAN9"	"protein_coding"
"ILMN_1729455"	"EML1"	"protein_coding"
"ILMN_1729476"	"OPRPN"	"protein_coding"
"ILMN_1729482"	"KLK15"	"protein_coding"
"ILMN_1729487"	"GMPR"	"protein_coding"
"ILMN_1729495"	"TRIM41"	"protein_coding"
"ILMN_1729498"	NA	NA
"ILMN_1729509"	"C1orf43"	"protein_coding"
"ILMN_1729514"	"CMTM4"	"protein_coding"
"ILMN_1729515"	"PIN4"	"protein_coding"
"ILMN_1729529"	"ADGRB1"	"protein_coding"
"ILMN_1729533"	"NAXE"	"protein_coding"
"ILMN_1729541"	"GTF2IRD1"	"protein_coding"
"ILMN_1729542"	NA	NA
"ILMN_1729546"	"C19orf54"	"protein_coding"
"ILMN_1729563"	"UGDH"	"protein_coding"
